Year,DoY,Hour,FC_cw,qc_FC_cw,FC_cwu_f,FC_cwu_gf,qc_FC_cwu_gf,FC_cwbNEGu_f,FC_cwbNEGu_gf,qc_FC_cwbNEGu_gf,LE_cw_f,qc_LE_cw_f,LE_cw_gf,qc_LE_cw_gf,H_c_f,qc_H_c_f,H_c_gf,qc_H_c_gf,UST,EBC,TAU_c,qc_TAU_c,TAU,TAU_FreqR,H,H_FreqR,LE,LE_FreqR,FC,FC_FreqR,Rg_f,Rg_gf,qc_Rg_gf,VPD_f,VPD_gf,qc_VPD_gf,RH_f,RH_gf,qc_RH_gf,Ta_f,Ta_gf,qc_Ta_gf,Tsoil_f,Tsoil_gf,qc_Tsoil_gf,PA_1,Rg_out_f,Rlong_f,Rlong_out_f,RNET_f,PAR_out_f,PRECIP,SnowD_f,G1_f,G2_f,G3_f,G4_f,G1_str,G2_str,SWC_1_f,SWC_2_f,Tsoil_2,AGC,CO2,ALBEDO_f,WS_1,WD,PotRad,FP_NEEnight,FP_Temp,E_0,R_ref,Reco,Reco_f,Reco_DT_f,GPP,GPP_f,GPP_DT_f,GPP_fqc,gC_NEE,gC_ER,gC_GPP,gC ER_DT,gC GPP_DT
--,--,--,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,Wm-2,-,Wm-2,-,Wm-2,-,Wm-2,-,ms-1,%,kg m-1 s-2,-,kg m-1 s-2,-,Wm-2,-,Wm-2,-,umolm-2s-1,-,Wm-2,Wm-2,-,hPa,hPa,-,%,%,-,degC,degC,-,degC,degC,-,KPA,Wm-2,Wm-2,Wm-2,Wm-2,umolm-2s-1,mm,m,Wm-2,Wm-2,Wm-2,Wm-2,Wm-2,Wm-2,m3 m-3,m3 m-3,degC,unitless,umol mol-1,fraction,m sec-1,degrees,W_m-2,umolm-2s-1,degC,degK,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,-,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1
2010,338,13,-0.93,-9999,-9999,0.11333,3,-9999,0.21333,3,1.9067,-9999,1.9067,0,12.657,-9999,12.657,0,-14.877,99.003,-15.354,-9999,-14.877,-9999,12.243,-9999,1.6861,-9999,-0.06745,-9999,36.267,36.267,0,0.31144,0.31144,0,82.854,82.854,0,-15.524,-15.524,0,47.018,47.018,0,98.551,19.296,135.04,164.85,-12.833,55.773,0,0.1,-24.817,-4.1835,-14.055,-15.379,-14.5,-14.717,32.8,31.292,10.056,0.90848,852.56,0.53644,1.315,210.45,71.854,-9999,-15.524,59.32,1.0481,0.39611,0.21333,0.21333,0.18278,0,0,3,0.0046086,0.0046086,0,0.0046086,0
2010,338,13.5,0.29,-9999,-9999,0.030909,3,-9999,0.18545,3,0.00081,-9999,0.00081,0,-2.8642,-9999,-2.8642,0,-45.586,99.84,-45.988,-9999,-45.586,-9999,-2.8033,-9999,0.01788,-9999,0.0185,-9999,21.44,21.44,0,0.26924,0.26924,0,84.61,84.61,0,-15.972,-15.972,0,47.018,47.018,0,98.597,13.075,136.21,165.57,-20.997,38.992,0,0.1,-25.031,-4.2117,-14.324,-15.541,-14.621,-14.933,32.8,31.292,10.056,0.90838,853.71,0.61001,0.99851,191.89,66.189,-9999,-15.972,59.32,1.0481,0.38479,0.18545,0.18545,0.19934,0,0,3,0.0040063,0.0040063,0,0.0040063,0
2010,338,14,0.29,-9999,-9999,0.45333,3,-9999,0.45333,3,-0.36519,-9999,-0.36519,0,-4.4132,-9999,-4.4132,0,-31.881,99.935,-32.21,-9999,-31.881,-9999,-4.3092,-9999,-0.31242,-9999,0.02191,-9999,11.177,11.177,0,0.26443,0.26443,0,84.326,84.326,0,-16.403,-16.403,0,47.018,47.018,0,98.621,7.5998,143.27,167.97,-21.131,24.214,0,0.102,-25.199,-4.2469,-14.698,-15.778,-14.723,-15.238,32.8,31.292,10.056,0.9083,854.67,0.71995,1.0614,196.07,51.191,-9999,-16.403,59.32,1.0481,0.37389,0.45333,0.45333,-0.079441,0,0,3,0.0097933,0.0097933,0,0.0097933,0
2010,338,14.5,0.34,-9999,-9999,0.58,3,-9999,0.58,3,-0.18598,-9999,-0.18598,0,-4.2476,-9999,-4.2476,0,-33.45,100.13,-33.779,-9999,-33.45,-9999,-4.1497,-9999,-0.14872,-9999,0.02387,-9999,3.6524,3.6524,0,0.23675,0.23675,0,85.472,85.472,0,-16.813,-16.813,0,47.018,47.018,0,98.639,3.3871,150.91,168.51,-17.34,11.214,0,0.1,-25.336,-4.2966,-15.172,-16.11,-14.816,-15.641,32.8,31.292,10.056,0.90698,857.15,-9999,0.49812,188.57,27.117,-9999,-16.813,59.32,1.0481,0.36353,0.58,0.58,-0.21647,0,0,3,0.01253,0.01253,0,0.01253,0
2010,338,15,0.17,-9999,-9999,1.25,3,-9999,1.25,3,-0.2694,-9999,-0.2694,0,-3.2683,-9999,-3.2683,0,-8.4421,99.984,-8.5679,-9999,-8.4421,-9999,-3.1546,-9999,-0.22256,-9999,0.01387,-9999,0,0,0,0.23073,0.23073,0,85.015,85.015,0,-17.481,-17.481,0,47.018,47.018,0,98.678,1.4175,147.06,164.8,-19.374,4.2541,0,0.1,-25.484,-4.3586,-15.708,-16.519,-14.921,-16.114,32.8,31.292,10.056,0.90292,862.38,-9999,0.17957,298.32,0,-9999,-17.481,59.32,1.0481,0.34665,1.25,1.25,-0.90335,0,0,3,0.027004,0.027004,0,0.027004,0
2010,338,15.5,-0.27,-9999,-9999,1.1344,3,-9999,1.1344,3,0.8238,-9999,0.8238,0,5.4614,-9999,5.4614,0,-0.82081,100.21,-0.93388,-9999,-0.82081,-9999,4.9589,-9999,0.68998,-9999,-0.02257,-9999,0.35207,0.35207,0,0.18903,0.18903,0,87.103,87.103,0,-18.058,-18.058,0,47.018,47.018,0,98.711,0.73605,168.3,175.78,-7.8697,0.71986,0,0.106,-25.671,-4.436,-16.261,-16.965,-15.054,-16.613,32.8,31.292,10.056,0.89315,869.44,-9999,0.18296,353.73,0,-9999,-18.058,59.32,1.0481,0.3321,1.1344,1.1344,-0.80228,0,0,3,0.024506,0.024506,0,0.024506,0
2010,338,16,0.12,-9999,-9999,1.1607,3,-9999,1.1607,3,-0.15665,-9999,-0.15665,0,-1.8347,-9999,-1.8347,0,-1.5613,100.87,-1.6118,-9999,-1.5613,-9999,-1.698,-9999,-0.11293,-9999,0.00761,-9999,0,0,0,0.19231,0.19231,0,87.169,87.169,0,-17.797,-17.797,0,47.018,47.018,0,98.755,0.68066,166.38,175.25,-9.7149,0.054698,0,0.104,-25.966,-4.5348,-16.842,-17.441,-15.25,-17.141,32.8,31.292,10.056,0.87547,881.36,-9999,0.19183,301.49,0,-9999,-17.797,59.32,1.0481,0.33867,1.1607,1.1607,-0.82204,0,0,3,0.025075,0.025075,0,0.025075,0
2010,338,16.5,-6.5,-9999,-9999,1.1607,3,-9999,1.1607,3,0.27734,-9999,0.27734,0,4.9587,-9999,4.9587,0,-7.2441,100.89,-10.564,-9999,-7.2441,-9999,3.8109,-9999,0.18448,-9999,-0.21835,-9999,0.13967,0.13967,0,0.18957,0.18957,0,87.433,87.433,0,-17.722,-17.722,0,47.018,47.018,0,98.788,0.64236,171.31,176.81,-6,0,0,0.105,-26.368,-4.6354,-17.421,-17.942,-15.502,-17.681,32.8,31.292,10.056,0.77641,935.46,-9999,0.21146,349.48,0,-9999,-17.722,59.32,1.0481,0.34057,1.1607,1.1607,-0.82015,0,0,3,0.025075,0.025075,0,0.025075,0
2010,338,17,7.24,-9999,-9999,1.3383,3,-9999,1.3383,3,-2.7628,-9999,-2.7628,0,0.03832,-9999,0.03832,0,-3.045,-9999,-3.3548,-9999,-3.045,-9999,0.03553,-9999,-2.4574,-9999,0.28438,-9999,-9999,0.034917,1,0.21065,0.21065,0,86.717,86.717,0,-17.134,-17.134,0,47.018,47.018,0,98.823,0.64758,-9999,177.1,-9999,0,0,0.098,-26.765,-4.7242,-17.873,-18.416,-15.745,-18.144,32.8,31.292,10.056,0.42671,-9999,-9999,0.26002,1.6057,0,-9999,-17.134,59.32,1.0481,0.35541,1.3383,1.3383,-0.98292,0,0,3,0.028911,0.028911,0,0.028911,0
2010,338,17.5,0.44,-9999,-9999,0.58,3,-9999,0.58,3,6.3465,-9999,6.3465,0,-7.6509,-9999,-7.6509,0,-24.497,104.09,-24.782,-9999,-24.497,-9999,-7.442,-9999,5.8602,-9999,0.03223,-9999,0,0,0,0.22168,0.22168,0,86.397,86.397,0,-16.813,-16.813,0,47.018,47.018,0,-9999,0.39438,171.47,173.95,-3.6397,0,0,0.109,-27.098,-4.7957,-18.164,-18.808,-15.947,-18.486,32.8,31.292,10.056,-9999,-9999,-9999,0.23006,98.968,0,-9999,-16.813,59.32,1.0481,0.36353,0.58,0.58,-0.21647,0,0,3,0.01253,0.01253,0,0.01253,0
2010,338,18,0.35,-9999,-9999,0.58,3,-9999,0.58,3,6.6605,-9999,6.6605,0,-4.6464,-9999,-4.6464,0,-24.514,102.95,-24.802,-9999,-24.514,-9999,-4.5307,-9999,6.1828,-9999,0.02197,-9999,0,0,0,0.21751,0.21751,0,86.724,86.724,0,-16.75,-16.75,0,47.018,47.018,0,-9999,0.43208,171.59,174.4,-3.8873,0,0,0.112,-27.326,-4.8456,-18.275,-19.089,-16.086,-18.682,32.8,31.292,10.056,-9999,-9999,-9999,0.17656,158.14,0,-9999,-16.75,59.32,1.0481,0.36512,0.58,0.58,-0.21488,0,0,3,0.01253,0.01253,0,0.01253,0
2010,338,18.5,0.31,-9999,-9999,0.7575,3,-9999,0.7575,3,6.57,-9999,6.57,0,-7.337,-9999,-7.337,0,-64.637,51.509,-65.189,-9999,-64.637,-9999,-7.1813,-9999,6.1831,-9999,0.02674,-9999,0,0,0,0.22099,0.22099,0,86.245,86.245,0,-16.981,-16.981,0,47.018,47.018,0,-9999,0.12405,171.15,167.99,0.38381,0,0,0.109,-27.463,-4.8789,-18.252,-19.247,-16.171,-18.75,32.8,31.292,10.056,-9999,-9999,-9999,0.14556,277.83,0,-9999,-16.981,59.32,1.0481,0.35928,0.7575,0.7575,-0.39822,0,0,3,0.016364,0.016364,0,0.016364,0
2010,338,19,0.28,-9999,-9999,1.1607,3,-9999,1.1607,3,8.4245,-9999,8.4245,0,-4.7691,-9999,-4.7691,0,-57.471,106.3,-57.99,-9999,-57.471,-9999,-4.6671,-9999,7.891,-9999,0.01905,-9999,0,0,0,0.18775,0.18775,0,87.483,87.483,0,-17.788,-17.788,0,47.018,47.018,0,-9999,0.19503,172.31,172.76,-1.8916,0,0,0.115,-27.514,-4.9005,-18.146,-19.292,-16.207,-18.719,32.8,31.292,10.056,-9999,-9999,-9999,0.13086,215.82,0,-9999,-17.788,59.32,1.0481,0.3389,1.1607,1.1607,-0.82181,0,0,3,0.025075,0.025075,0,0.025075,0
2010,338,19.5,0.33,-9999,-9999,1.1607,3,-9999,1.1607,3,6.0828,-9999,6.0828,0,-4.2579,-9999,-4.2579,0,-61.821,102.51,-62.354,-9999,-61.821,-9999,-4.1685,-9999,5.7105,-9999,0.02078,-9999,0,0,0,0.19429,0.19429,0,87.081,87.081,0,-17.757,-17.757,0,47.018,47.018,0,-9999,0.48422,172.44,175.88,-4.4566,0,0,0.117,-27.538,-4.9251,-18.034,-19.29,-16.232,-18.662,32.8,31.292,10.056,-9999,-9999,-9999,0.15646,7.6166,0,-9999,-17.757,59.32,1.0481,0.33968,1.1607,1.1607,-0.82103,0,0,3,0.025075,0.025075,0,0.025075,0
2010,338,20,0.25,-9999,-9999,1.25,3,-9999,1.25,3,3.1508,-9999,3.1508,0,-4.7317,-9999,-4.7317,0,-31.698,103.61,-32.035,-9999,-31.698,-9999,-4.6218,-9999,2.9585,-9999,0.01962,-9999,0,0,0,0.20126,0.20126,0,87.071,87.071,0,-17.353,-17.353,0,47.018,47.018,0,-9999,0.52381,172.02,174.84,-4.1263,0,0,0.115,-27.587,-4.9546,-18.002,-19.289,-16.271,-18.645,32.8,31.292,10.056,-9999,-9999,-9999,0.14635,345.8,0,-9999,-17.353,59.32,1.0481,0.34988,1.25,1.25,-0.90012,0,0,3,0.027004,0.027004,0,0.027004,0
2010,338,20.5,0.28,-9999,-9999,1.1607,3,-9999,1.1607,3,7.0831,-9999,7.0831,0,-3.2015,-9999,-3.2015,0,-38.656,90.205,-39.174,-9999,-38.656,-9999,-3.1267,-9999,6.6123,-9999,0.0158,-9999,0,0,0,0.20187,0.20187,0,86.641,86.641,0,-17.701,-17.701,0,47.018,47.018,0,-9999,0.039645,171.62,167.03,1.5467,0,0,0.113,-27.654,-4.9819,-18.003,-19.299,-16.318,-18.651,32.8,31.292,10.056,-9999,-9999,-9999,0.2141,252.79,0,-9999,-17.701,59.32,1.0481,0.3411,1.1607,1.1607,-0.81962,0,0,3,0.025075,0.025075,0,0.025075,0
2010,338,21,0.2,-9999,-9999,1.1124,3,-9999,1.1124,3,6.2781,-9999,6.2781,0,-2.1591,-9999,-2.1591,0,-40.54,162.26,-40.988,-9999,-40.54,-9999,-2.1113,-9999,5.8661,-9999,0.01064,-9999,0,0,0,0.18842,0.18842,0,86.435,86.435,0,-18.684,-18.684,0,47.018,47.018,0,-9999,0.15626,172.44,170.17,-0.21147,0,0,0.114,-27.679,-5.0064,-17.99,-19.312,-16.343,-18.651,32.8,31.292,10.056,-9999,-9999,-9999,0.1654,120.06,0,-9999,-18.684,59.32,1.0481,0.31635,1.1124,1.1124,-0.79601,0,0,3,0.024031,0.024031,0,0.024031,0
2010,338,21.5,0.41,-9999,-9999,1.1775,3,-9999,1.1775,3,7.4901,-9999,7.4901,0,-6.4315,-9999,-6.4315,0,-54.506,418.55,-55.066,-9999,-54.506,-9999,-6.2862,-9999,7.0061,-9999,0.02844,-9999,0,0,0,0.18492,0.18492,0,86.042,86.042,0,-19.232,-19.232,0,47.018,47.018,0,-9999,0.24875,172.38,169.55,-0.051504,0,0,0.112,-27.744,-5.0401,-17.974,-19.307,-16.392,-18.641,32.8,31.292,10.056,-9999,-9999,-9999,0.20088,250.65,0,-9999,-19.232,59.32,1.0481,0.30261,1.1775,1.1775,-0.87489,0,0,3,0.025437,0.025437,0,0.025437,0
2010,338,22,0.19,-9999,-9999,1.1241,3,-9999,1.1241,3,6.4609,-9999,6.4609,0,2.2108,-9999,2.2108,0,-48.538,92.945,-49.686,-9999,-48.538,-9999,2.1498,-9999,6.0159,-9999,0.00031,-9999,0,0,0,0.20363,0.20363,0,83.589,83.589,0,-19.986,-19.986,0,47.018,47.018,0,-9999,0.14808,172.24,167.31,1.4746,0,0,0.109,-27.889,-5.0886,-18.067,-19.357,-16.489,-18.712,32.8,31.292,10.056,-9999,-9999,-9999,0.18373,321.37,0,-9999,-19.986,59.32,1.0481,0.28381,1.1241,1.1241,-0.84031,0,0,3,0.024284,0.024284,0,0.024284,0
2010,338,22.5,-0.12,-9999,-9999,0.99125,3,-9999,0.99125,3,3.4425,-9999,3.4425,0,-0.52125,-9999,-0.52125,0,-53.272,213.2,-53.889,-9999,-53.272,-9999,-0.50996,-9999,3.2205,-9999,-0.00518,-9999,0,0,0,0.20315,0.20315,0,82.089,82.089,0,-21.011,-21.011,0,47.018,47.018,0,-9999,0.14994,172.07,167.49,1.2905,0,0,0.108,-28.133,-5.1522,-18.264,-19.458,364.86,-75.946,32.8,31.292,10.056,-9999,-9999,-9999,0.1649,230.63,0,-9999,-21.011,59.32,1.0481,0.25851,0.99125,0.99125,-0.73274,0,0,3,0.021414,0.021414,0,0.021414,0
2010,338,23,0.32,-9999,-9999,1.0415,3,-9999,1.0415,3,3.4498,-9999,3.4498,0,-0.3938,-9999,-0.3938,0,-64.304,-595.58,-65.086,-9999,-64.304,-9999,-0.3852,-9999,3.2264,-9999,0.0126,-9999,0,0,0,0.17162,0.17162,0,83.877,83.877,0,-21.73,-21.73,0,47.018,47.018,0,-9999,0.35512,172.26,169.54,-0.21205,0,0,0.112,-28.484,-5.2334,-18.558,-19.642,364.65,-76.184,32.8,31.292,10.056,-9999,-9999,-9999,0.1617,242.4,0,-9999,-21.73,59.32,1.0481,0.24098,1.0415,1.0415,-0.80054,0,0,3,0.022499,0.022499,0,0.022499,0
2010,338,23.5,0.37,-9999,-9999,0.93407,3,-9999,0.93407,3,1.5705,-9999,1.5705,0,-1.0015,-9999,-1.0015,0,-21.596,57.027,-21.811,-9999,-21.596,-9999,-0.97958,-9999,1.4703,-9999,0.01681,-9999,0,0,0,0.16028,0.16028,0,84.392,84.392,0,-22.134,-22.134,0,47.018,47.018,0,-9999,0.66182,172.59,174.18,-3.4425,0,0,0.114,-28.95,-5.3337,-18.961,-19.908,364.36,-76.519,32.8,31.292,10.056,-9999,-9999,-9999,0.20317,222.31,0,-9999,-22.134,59.32,1.0481,0.23123,0.93407,0.93407,-0.70285,0,0,3,0.020179,0.020179,0,0.020179,0
2010,339,0,-9999,-9999,-9999,0.91893,3,-9999,0.91893,3,-9999,-9999,4.0486,1,-9999,-9999,-1.8069,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.1816,0.1816,0,83.205,83.205,0,-21.553,-21.553,0,47.456,47.456,0,-9999,0.88732,172.64,174.71,-4.1746,0,0,0.112,-25.76,-5.4135,-18.471,-19.248,341.27,-72.317,30.674,29.297,9.9879,-9999,-9999,-9999,0.25239,230.75,0,-9999,-21.553,59.32,1.0481,0.24528,0.91893,0.91893,-0.67365,0,0,3,0.019852,0.019852,0,0.019852,0
2010,339,0.5,-9999,-9999,-9999,0.9531,3,-9999,0.9531,3,-9999,-9999,3.3603,1,-9999,-9999,-0.88193,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.18012,0.18012,0,82.606,82.606,0,-22.04,-22.04,0,47.456,47.456,0,-9999,0.25821,171.79,167.41,0.87291,0,0,0.11,-27.225,-5.4954,-18.192,-18.846,340.5,-71.976,30.674,29.297,9.9879,-9999,-9999,-9999,0.22192,243.42,0,-9999,-22.04,59.32,1.0481,0.23349,0.9531,0.9531,-0.71961,0,0,3,0.02059,0.02059,0,0.02059,0
2010,339,1,-9999,-9999,-9999,0.885,3,-9999,0.885,3,-9999,-9999,2.5852,1,-9999,-9999,-1.6551,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.16791,0.16791,0,82.595,82.595,0,-22.834,-22.834,0,47.456,47.456,0,-9999,0.36827,171.79,168.95,-0.30467,0,0,0.11,-30.446,-5.595,-18.887,-19.524,338.84,-72.663,30.674,29.297,9.9879,-9999,-9999,-9999,0.2165,240.71,0,-9999,-22.834,59.32,1.0481,0.21453,0.885,0.885,-0.67047,0,0,3,0.019119,0.019119,0,0.019119,0
2010,339,1.5,-9999,-9999,-9999,0.88105,3,-9999,0.88105,3,-9999,-9999,2.5852,1,-9999,-9999,-1.6551,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.14388,0.14388,0,84.287,84.287,0,-23.415,-23.415,0,47.456,47.456,0,-9999,0.46649,171.09,166.77,0.7771,0,0,0.11,-31.325,-5.6978,-19.329,-19.974,338.35,-73.109,30.674,29.297,9.9879,-9999,-9999,-9999,0.31936,222.82,0,-9999,-23.415,59.32,1.0481,0.20087,0.88105,0.88105,-0.68018,0,0,3,0.019033,0.019033,0,0.019033,0
2010,339,2,-9999,-9999,-9999,0.87333,3,-9999,0.87333,3,-9999,-9999,2.2994,1,-9999,-9999,-2.0331,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.16029,0.16029,0,81.512,81.512,0,-24.02,-24.02,0,47.456,47.456,0,-9999,0.35885,170.49,165.82,1.0584,0,0,0.107,-31.984,-5.8091,-19.748,-20.374,-18.896,-20.061,30.674,29.297,9.9879,-9999,-9999,-9999,0.27687,258.94,0,-9999,-24.02,59.32,1.0481,0.18689,0.87333,0.87333,-0.68645,0,0,3,0.018867,0.018867,0,0.018867,0
2010,339,2.5,-9999,-9999,-9999,0.90882,3,-9999,0.90882,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.16256,0.16256,0,80.16,80.16,0,-24.642,-24.642,0,47.456,47.456,0,-9999,0.5742,170.11,166.68,0.12046,0,0,0.109,-32.667,-5.9332,-20.196,-20.771,-19.3,-20.484,30.674,29.297,9.9879,-9999,-9999,-9999,0.26144,229.85,0,-9999,-24.642,59.32,1.0481,0.17279,0.90882,0.90882,-0.73604,0,0,3,0.019633,0.019633,0,0.019633,0
2010,339,3,-9999,-9999,-9999,0.92562,3,-9999,0.92562,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.15748,0.15748,0,79.585,79.585,0,-25.302,-25.302,0,47.456,47.456,0,-9999,0.65026,169.88,167.5,-0.65666,0,0,0.11,-33.37,-6.0721,-20.701,-21.197,-19.721,-20.949,30.674,29.297,9.9879,-9999,-9999,-9999,0.31255,215.48,0,-9999,-25.302,59.32,1.0481,0.15817,0.92562,0.92562,-0.76746,0,0,3,0.019996,0.019996,0,0.019996,0
2010,339,3.5,-9999,-9999,-9999,0.90882,3,-9999,0.90882,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.13402,0.13402,0,82.958,82.958,0,-25.092,-25.092,0,47.456,47.456,0,-9999,0.98571,170.1,170.23,-2.7751,0,0,0.11,-34.131,-6.2195,-21.25,-21.656,-20.175,-21.453,30.674,29.297,9.9879,-9999,-9999,-9999,0.37316,11.724,0,-9999,-25.092,59.32,1.0481,0.16278,0.90882,0.90882,-0.74604,0,0,3,0.019633,0.019633,0,0.019633,0
2010,339,4,-9999,-9999,-9999,0.90882,3,-9999,0.90882,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.17515,0.17515,0,77.514,77.514,0,-25.196,-25.196,0,47.456,47.456,0,-9999,0.61137,169.62,166.77,-0.53979,0,0,0.109,-34.974,-6.3678,-21.813,-22.141,-20.671,-21.977,30.674,29.297,9.9879,-9999,-9999,-9999,0.29975,244.71,0,-9999,-25.196,59.32,1.0481,0.16049,0.90882,0.90882,-0.74833,0,0,3,0.019633,0.019633,0,0.019633,0
2010,339,4.5,-9999,-9999,-9999,1.077,3,-9999,1.077,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.15336,0.15336,0,78.62,78.62,0,-26.092,-26.092,0,47.456,47.456,0,-9999,0.58903,169.15,166.48,-0.76461,0,0,0.108,-35.76,-6.5054,-22.352,-22.631,-21.133,-22.491,30.674,29.297,9.9879,-9999,-9999,-9999,0.19811,80.129,0,-9999,-26.092,59.32,1.0481,0.1412,1.077,1.077,-0.9358,0,0,3,0.023266,0.023266,0,0.023266,0
2010,339,5,-9999,-9999,-9999,1.3314,3,-9999,1.3314,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.15557,0.15557,0,77.862,77.862,0,-26.314,-26.314,0,47.456,47.456,0,-9999,0.63416,168.79,166.93,-1.2868,0,0,0.11,-36.459,-6.6385,-22.84,-23.094,-21.549,-22.967,30.674,29.297,9.9879,-9999,-9999,-9999,0.27146,221.07,0,-9999,-26.314,59.32,1.0481,0.13654,1.3314,1.3314,-1.1949,0,0,3,0.028762,0.028762,0,0.028762,0
2010,339,5.5,-9999,-9999,-9999,0.51333,3,-9999,0.60333,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.13561,0.13561,0,79.656,79.656,0,-26.883,-26.883,0,47.456,47.456,0,-9999,0.70911,168.35,166.97,-1.83,0,0,0.11,-37.11,-6.7725,-23.299,-23.54,-21.941,-23.419,30.674,29.297,9.9879,-9999,-9999,-9999,0.20834,233.5,0,-9999,-26.883,59.32,1.0481,0.12485,0.60333,0.60333,-0.47848,0,0,3,0.013034,0.013034,0,0.013034,0
2010,339,6,-9999,-9999,-9999,0.51333,3,-9999,0.60333,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.1373,0.1373,0,79.378,79.378,0,-26.896,-26.896,0,47.456,47.456,0,-9999,0.85056,168.15,166.97,-2.1169,0,0,0.109,-37.725,-6.903,-23.74,-23.966,-22.314,-23.853,30.674,29.297,9.9879,-9999,-9999,-9999,0.21008,79.727,0,-9999,-26.896,59.32,1.0481,0.12459,0.60333,0.60333,-0.47875,0,0,3,0.013034,0.013034,0,0.013034,0
2010,339,6.5,-9999,-9999,-9999,0.51333,3,-9999,0.60333,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.14342,0.14342,0,77.733,77.733,0,-27.251,-27.251,0,47.456,47.456,0,-9999,0.71968,167.92,166.78,-1.9667,0,0,0.111,-38.334,-7.0335,-24.177,-24.387,-22.684,-24.282,30.674,29.297,9.9879,-9999,-9999,-9999,0.27182,225.32,0,-9999,-27.251,59.32,1.0481,0.11749,0.60333,0.60333,-0.48584,0,0,3,0.013034,0.013034,0,0.013034,0
2010,339,7,-9999,-9999,-9999,0.51333,3,-9999,0.60333,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.12934,0.12934,0,79.593,79.593,0,-27.423,-27.423,0,47.456,47.456,0,-9999,0.76619,167.69,166.76,-2.3971,0,0,0.11,-38.92,-7.1605,-24.601,-24.797,-23.04,-24.699,30.674,29.297,9.9879,-9999,-9999,-9999,0.19178,33.882,0,-9999,-27.423,59.32,1.0481,0.1141,0.60333,0.60333,-0.48923,0,0,3,0.013034,0.013034,0,0.013034,0
2010,339,7.5,-9999,-9999,-9999,0.51333,3,-9999,0.60333,3,-9999,-9999,3.5533,1,-9999,-9999,-5.3263,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.14133,0.14133,0,77.299,77.299,0,-27.614,-27.614,0,47.456,47.456,0,-9999,0.73013,167.38,166.84,-2.601,0,0,0.109,-39.483,-7.2854,-25.004,-25.194,-23.384,-25.099,30.674,29.297,9.9879,-9999,-9999,-9999,0.16752,282.02,0,-9999,-27.614,59.32,1.0481,0.11039,0.60333,0.60333,-0.49294,0,0,3,0.013034,0.013034,0,0.013034,0
